Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
G01M_8418_V__1487	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	6540	1215	0	0	4	0	0	0	0	0	0	0	309	0	468	4	0	0	0	0	0	0	0	0	0	30100	9	0	0	0	1	0	0	0	0	0	0	0	1	1383	2	0	20	0	1	10	1146	0	0	0	0	0	0	0	0	0	4	0	2	0	4	853	0	0	316268	2010	1009	0	0	0	0	0	0	0	0	0	0	66	2	0	2125	1468	3086	3533	2484	0	0	0	0	3	1	0	0	0	0	0	15883	3828	5443	0	13	0	0	0	0	0	0	1	1045	0	0	0	19	0	2327	0	0	0	2	0	0	0	0	0	0	0	0	0
VC_58_1	267	6	5	18	0	0	0	9	0	92	628	21	44	18	7	45	18	0	28	0	635	0	180	133	731	1716	3	0	877	178	56	342	4	1	8	427	355	7	21	1058	6	42	0	0	17	251	71	24	0	148	7	65	65	0	197	0	0	2161	0	12	745	2	0	0	74	237	0	0	32	662	1469	146	0	88	148	60	340	97	97	30	16	187	4	0	0	8	22	425	834	1526	12	21409	4	663	0	2618	70	6	0	6526	409	179	0	4	21814	11045	6	4574	0	0	2	0	504	0	0	526	75	4	25	152	0	0	0	5	5	17	13	0	0	0	1183	1210	3477	268	334	5351	63	18	4	15	1032	2412	773	35	5	62	29	265	0	43	0	22	0	0	0	19	1	0	2	731	0	0	4
VC_470_1	9	0	26	0	0	0	2	0	0	78	107	6	0	2	4	210	2	0	0	0	12	17	0	0	0	0	0	2	0	0	0	0	8	32	29	23	95	390	0	0	0	0	0	0	27	1246	190	6	0	1488	0	1	0	2	0	2	0	5	0	217	99	0	0	0	469	229	7602	12995	382	113	1020	26	0	55	1516	1085	8	0	0	5	230	139	0	0	0	7	452	24	16	30	10	0	0	3	3	95	4	0	0	13	71	4	0	0	0	0	0	27	2	1	4	0	0	0	0	7	0	2	0	0	0	2	0	0	2	20	0	0	0	0	2	5	161	106	3	8	178	16	5	22	276	548	114	23	22	33	241	594	96	82	28	0	0	2	20	22	8	0	0	0	0	0	0
BAS3_V__283	20	0	10	0	0	0	0	0	0	0	28	0	4	0	0	56	31	0	42	3	118	0	1	0	2199	375	0	0	586	129	40	6	0	0	8	119	568	1	14	35	0	32	0	0	1566	613	179	1	1	14	17	30	26	7	7	30	0	6865	0	40	22	63	0	0	1617	1010	4	2331	455	277	298	45	0	235	30	109	28	60	0	32	26	10649	0	0	0	774	64	23	455	878	100	119450	0	27	6	162	2	14	0	5274	1873	3057	2	4	57215	72	50	233	18	18	12	6	319	0	10	106	0	85	21	38	0	4	20	6	0	12	7	0	0	2	167	374	451	52	71	542	55	6	24	21	228	862	50873	77	256	111	3630	118	2	19	61	4	0	0	0	0	0	0	0	5	0	6	0
G01M_8519_V__5961	7	0	0	0	0	0	0	0	0	5	26	0	0	0	0	0	0	0	4	0	6	0	0	0	1	0	0	0	25	8	0	9	0	0	0	10	4	19	162	0	0	0	0	0	0	2	3	0	0	13	0	0	0	0	1	2	0	5624	0	0	0	0	0	0	0	0	0	0	0	62	1	17	4	21	98	878	0	1	0	0	0	0	0	0	0	0	0	13	12	0	0	72	0	9	2	0	9	0	0	99	33847	26244	0	2	188	0	0	10	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	32	67	117	34	5	46	5	0	3	0	18	26	98	72	0	5	2	20	0	32	0	6	0	0	0	0	0	0	0	0	1	5	0
G21F_7876_V1__1487	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	6	0	0	0	0	12	1	0	0	0	0	0	3302	720	0	0	6	0	0	0	0	0	0	0	551	0	394	0	0	0	0	0	0	0	0	0	0	45071	10	0	0	0	0	0	0	0	0	0	0	0	0	2338	13	0	10	0	0	0	63	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1219	0	0	55518	2089	1206	0	0	0	1	0	0	0	0	0	0	340	0	0	1279	817	1661	1819	1287	0	1	0	0	0	6	0	0	0	0	0	62756	12243	17115	2	35	18	0	0	0	0	0	2	334	0	0	0	20	0	1113	0	0	0	0	2	0	0	0	0	0	0	0	0
VC_123_0	15	0	0	0	0	0	0	0	2	48	43	48	0	0	0	65	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	39	20	790	261	0	0	2	0	0	32	94	3	2	0	2849	63	0	0	0	0	0	0	33	0	13	92	0	0	0	11426	1070	21	2035	45372	13	29	0	0	651	16910	7169	0	0	0	57	18	0	0	0	0	2	75	3	92	27	399	0	0	1	0	117663	0	0	0	5	17	43	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6264	1174	2506	7	234	1827	0	2	9	1676	3066	12	64	8	19	8	63	1	326	4	1064	0	0	0	0	0	0	0	0	0	0	0
G23J_8195V__593	416	0	0	0	0	0	0	23	0	101	27	0	0	0	0	0	0	0	4185	0	2651	4	0	0	510	2	1485	1214	3987	0	0	18416	76296	0	0	0	0	97488	0	30	0	6	0	2	0	59436	0	0	6	2	0	4	0	0	0	2	0	0	0	198	678	0	2	0	23	0	2	0	20	540	0	0	0	1370	19207	0	0	477	0	918	21925	0	0	0	0	0	0	497	10442	202	2	150	0	0	4	2094	54	0	0	9889	23	52	0	20	76	0	0	21	0	2	0	0	1	0	0	66	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	59	11	768	249	29171	300	4	37	0	3178	120	854	308	0	871315	1	8340	0	199	28496	37	29	0	0	0	0	0	0	0	0	0	1
BAF1_V__372	24	23	0	3	0	1	0	8	4	15	16	0	340	325	77	428	75	0	8	0	565	5	41027	14757	1304	2954	13	0	81	52	3092	11236	3	12	5	851	45	3	21	35121	16	1478	5	0	61	154	6	0	125	29	28	1636	1059	10	706	1	2	28	0	12	34	0	0	1	419	435	0	27	67	94	778	96	4	355	289	77	1293	54	11	1662	5	43	7	0	0	0	0	174	1442	1706	30	7912	0	6	0	2427	11	7	0	220	135	1569	5	0	8138	233	0	1914	1	8	2	11	550	0	8	396	14	103	74	88	0	12	16	29	15	24	68	0	0	18	978	1486	754	124	314	6843	63	4	6	5	339	296	109	6	0	26	2	85	1	16	0	0	0	0	0	0	2	0	0	2	0	7	8
G21F_7947_V5__7341	0	0	0	0	0	0	4	0	0	78	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	13	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	654	0	0	0	1650	653	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	218	43	5348	30836	48	0	0	0	6	6	238	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
VC_48_0	0	0	2	0	0	0	0	0	0	901	30874	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	19	6	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	362	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	119	0	0	8	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	16	3	3	0	4	10	0	0	0	79	671	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
G01M_8340_V__2347	0	146	60	0	0	0	0	0	0	0	0	0	109	147	446	0	0	7	0	15	0	0	258	382	271	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	87	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	7483	10281	489098	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	150	0	0	2	0	7	2	0	136	19	28	46	16	0	18	27	0	0	0	0	0	36	0	148	0	0	0	0	0	0	0	0	0	0	0	951	0	11	1	2	0	0	0	0	0	0	0	2	14	89	201	0	0	0	0	16
AZJ1_V__593	1405	0	0	0	2	0	0	115	0	53	24	0	0	0	0	0	0	0	22392	0	17699	0	0	0	705	1	859	2636	9403	4	0	57456	174552	0	0	6	0	47273	0	0	0	56	0	2	0	89285	0	0	0	0	0	7	0	0	0	0	0	0	1	107	2331	0	0	0	66	0	0	0	9	1125	0	0	1	2556	46171	0	0	1858	0	1807	54812	0	0	1	0	0	0	1931	132524	55358	2	224	0	0	0	1625	208	2	0	61687	76	58	0	14	97	0	0	23	0	0	0	0	0	0	0	172	2	36	149	0	0	2	3	0	0	0	0	0	0	0	0	24	42	1233	2224	261175	222	0	49	0	1127	54	663	674	0	1455437	0	26409	0	404	3274	50	2	0	0	0	0	0	0	0	0	0	0
VC_181_1	351	0	94	0	0	2	0	30	0	1728	1075	379	0	0	0	8	0	0	56	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	117	173	39	175	0	0	0	0	0	2842	8037	74	18	7	238	8	0	0	0	0	0	0	92	0	85	1608	0	0	0	58	40	96	438	35	97	152	6	0	113	348	224	0	39	0	157	16	2	0	0	0	36	504	32	2576	4376	23285	0	0	0	0	90	20	2	0	2	69	280	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	28	16	0	0	0	6	6	2	13	7	0	0	1	85	237	910	124	173	1591	809	74	67	271	1302	1848	7	194	2	27	215	888	87	164	33	140108	0	0	0	23	20	0	0	5	0	0	0
VC_241_1	56	0	1158	2	0	0	1	53	0	35	149	340	36	98	5016	8286	0	0	0	0	4020	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	4609	27325	1999	0	3	0	0	0	107	371	67	2	0	673	13	0	0	0	0	0	0	12	0	23	7344	0	0	0	186281	83722	0	24875	33580	2008	1465	99	26	76	525	155	0	6	0	0	450	431	0	0	0	0	3	8	221	85	546	0	0	4	4	0	4	0	0	0	42	438	3	0	0	0	16	0	9	17	6	4	5	0	10	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	68	243	885	0	0	4233	26754	16	20024	1745	647	80	389	4	12045	9	10792	3	4662	814	0	0	0	0	6	0	0	0	0	0	0	0
VC_957_1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15751	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31	53	0	75	176	18	0	1	13751632	520	686578	0	2	106	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	10	0	0	525	4	6	9639497	104
VC_134_1	292	47	0	0	0	0	0	0	0	27	213	0	85	9	0	107	63	0	0	0	89	0	41	92	22981	3892	0	0	90	18	69	515	3	21	15	203	188	6	0	1929	2	414	0	0	40	380	62	18	118	9	1	921	84	2	151	0	0	96	0	4	51	0	0	0	186	343	0	13	131	302	8022	936	0	23	233	119	172	17	0	852	4	3	0	6	0	2	0	115	1305	1593	0	13762	0	51	0	1952	16	0	0	2859	502	388	0	2	16907	570	0	3382	0	0	0	0	14582	0	0	548	61	22	49	20	0	0	0	13	4	0	12	0	0	0	53	6313	1607	160	498	9759	139	40	28	31	340	673	48	63	0	39	8	123	0	15	4	2	1	0	0	0	0	0	0	667	0	16	2
G21F_7947_V5__9493	111627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5919	0	0	0	0	0	2	0	0	0	0	0	0	1	0	94	8	0	6	0	0	0	1	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	8	0	0	0	0	0	0	829	0	0	0	0	0	0	0	2	0	0	167	39273	0	0	0	2	1	0	0	2	12	3	0	0	0	0	0	0	0	39	56	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	10	0	0	0	0	0	2	1	0	313	27	909	206	217708	14	0	194	63687	3	0	11	86	2	18	0	28	0	0	4	645	6	0	0	0	0	0	0	0	0	0	0
G23J_8064V__6211	0	66	11	0	0	0	0	0	4	0	0	0	542	452	1943	0	2	80	1429	155	17	0	1607	3891	2	0	24	759	9	15	2	12331	0	0	0	0	2	0	0	6	4	14	17	28	10	142	14	0	372	9	0	821	143	0	12	4172	89	106	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	35	0	0	12	0	0	0	0	0	5	80	25	1	3	2	1368	873	362	1	2	1	0	0	2	0	18	2	0	2	2	0	0	0	0	147	0	0	0	0	2	0	18	62	184	377	733	139	5	324	330	259	9888	67	0	0	581	0	533	2	0	5	2	1408	6	26	0	0	0	4999	582	60	1072	7517	88	214902	23	55	1	266	137	114	78	763	1248	2187	1216	30	25	0	39
G01M_8399_V__1357	0	0	0	0	0	0	3	10	0	369	443	283	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	24	2	0	0	0	0	0	0	2	0	53	87	0	0	666	6	8	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4934	0	0	1144541	0	0	0	0	0	0	92	0	0	0	0	22	2	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	66	0	0	0	0	9690	0	78	268554	9685	817	351620	313373	1416022	75902	276686	69	6172	171	1783	92	1610334	7	50	1921776	645	1568	0	18	0	0	0	2	2	0	0	0
VC_864_0	312	0	0	0	2	2	4	10	0	24	87	1	0	12	0	21	6	0	23343	0	75	3	101	27	9799	1588	0	0	8089	1542	30	19	2	0	0	943	20	121	2587	300	6	13	0	0	286	104	12	58	0	253	6	24	12	0	10	1	0	1302	4	3384	2	3	0	0	20	27	0	14	3	6559	2999	1701	0	14651	814	1104	72	1253	2	144	52	49	0	0	2	7	1	14	23362	87661	1	1861	0	80	0	301	13	5	0	680	413	1988	11	0	808	241	17	447	2	0	0	0	392	0	1	228	1	59	33	15	8	38	39	0	11	45	42	0	0	18	16959	3757	1396	473	508	751	320	162	91	2	90	201	299	167	2	998	27	1489	0	43	0	0	0	0	4	0	1	0	9	47	1	6	102
VC_224_0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	26	4	0	6	0	0	0	6	0	2175255	3576	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	5094	0	0	6	0	0	0	0	7096	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	133407	6766	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	2	18	36	6	22	569	13557	12	0	20	84	0	0	0	0	0	13	0	0	0	0	1	0	2705	0	0	0	0	0	71365	0	2	4	0	0	0	0	0	0	8	0	0	0
BAY1_V__1775	26	0	0	0	0	0	0	32	0	3394	1269	0	0	0	0	0	0	0	208	8	34	0	0	0	1035	2	2095	9	38	600	0	75	511	0	0	0	0	289	0	0	0	0	4	2	0	956	0	101	0	4	0	0	372	1	0	0	1	47	0	2	16	0	34	0	72	0	0	2	19	10591	24	15	0	1476	213	142	0	629	0	8	266	0	0	0	0	0	0	0	798	13	10	3	0	0	0	96	2	0	0	91	1	68	0	1	0	0	0	372	0	0	0	0	0	2	0	0	0	20	2	0	0	4	0	0	4	28	0	0	0	5	1	24	13	54	9	125	934	11	0	0	13	102	10	0	0	2579	4	758	0	121	374	152	39	0	0	0	0	0	0	37	2	0	16
VC_439_1	56	0	135	1	0	1	12	1	0	20742	21129	142	0	0	0	426	10	0	0	0	11	19	0	0	0	0	1	3	0	0	2	1	63	395	362	3	42	37	2	0	3	0	0	0	55	2948	689	26	0	585	0	0	0	0	0	1	2	15	0	175	353	0	0	0	4	8	424	802	40	160	1861	94	0	88	7200	3409	2	0	0	4	537	718	0	0	0	3	481	4	9	2	39	0	0	0	0	447	1	0	0	0	299	19	0	3	0	0	0	2	0	0	0	0	0	0	0	14	0	4	0	0	0	6	4	0	0	0	4	0	0	0	0	50	135	144	7	25	265	0	0	0	275	661	311	32	97	41	34	290	11	31	14	0	0	0	0	0	2	0	0	0	0	0	24
G01M_8590_V__4340	21	19	22	0	0	0	0	0	0	0	42	0	64	6023	1916	3886	23	46	2	0	1302	0	133	56	228	1514	62	4	95	50	854	110	50	64	224	154	518	5	54	858	21	2468	0	0	67	966	41	87	2109	141	2	1930	1141	0	31	16	0	88	0	13	11	0	0	0	1335	1876	0	112	148	88	28	24	0	43	191	421	2815	10	0	59	6	25	2	12	0	2	0	5	170	1370	74	484	0	0	4	30234	0	0	0	828	163	653	0	0	119	20772	0	311	1	2	2	0	2914	0	0	161	4	0	6	15	0	0	2	105	4	3	89	0	0	0	1213	308	272	38	28	569	296	16	16	0	542	309	679	12	0	80	16	141	4	5	0	126	0	0	0	0	0	0	39	56	0	466	0
BAM2_V__2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32516	33248	24	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	15	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	5985	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZR1_V__184	6	0	5	0	0	0	0	0	0	375	97	0	0	0	0	1	0	0	0	0	6	0	0	0	79	19	366534	0	3	6	51	50	18	99	88	0	4	0	1	0	0	0	0	0	55	23	13	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	309	0	0	76	39	9	12087	7	0	5	5	0	0	0	0	6	1	0	0	0	0	0	203	28	568	40	357	0	0	0	177	104	0	0	4	0	9	3	0	440	3929	0	0	0	10	0	0	24	0	0	0	0	0	0	2	0	0	0	5	0	0	0	20	0	0	0	0	0	4	69	957	4	0	0	0	75	47	0	0	0	8	803	35	4	6	0	0	0	0	11	0	0	0	0	0	0	970	10
G01M_8193_V__1454	0	0	0	0	0	0	0	0	0	33	32	0	0	0	0	13	1	0	2	0	0	0	0	0	3575	4	0	0	180	13	9	27	0	0	0	25	1	0	0	0	0	0	0	0	970	81	0	7	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	192	24	0	859	297	2344	0	109	0	0	0	3	0	0	0	1813	4642	38214	0	4	0	84	1	0	0	25	0	49	0	5	453	133	0	0	42	0	0	56	0	0	0	0	0	0	0	7	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	39	89	59	6	304	1	0	0	0	2	30	1247	8	0	0	15	3	980	4	0	1	0	0	0	0	0	0	0	0	0	0	8
AZB2_V__5858	0	0	0	0	0	0	0	0	0	401922	772919	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	197	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_3_0	295	0	1154	35	83	0	0	0	0	383	432	26	0	63	2	1	5	0	0	3	13	39	0	0	0	0	0	4	0	0	0	0	518248	2016426	2616142	8	4	4	0	0	379	64	0	2	2	122	37	1552	0	126	0	0	0	0	0	4	0	2	0	74	13	0	0	0	0	0	0	1	0	1	9	2	2	3207	80	55	0	63	0	553	12	44	0	0	0	0	8	0	0	0	0	0	0	0	0	2	11	0	0	0	14	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5799	2394	0	0	1675	0	0	0	17	99	69	22	1	0	0	18	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
AZV1_V__9026	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	25046	0	0	0	0	0	0	0	0	0	249	12908	0	0	3	0	0	58	298	0	0	0	0	0	0	197	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	2	287	0	0	0	0	0	0	0	0	3	172766	0	91	4	49	2	0	0	27	588	1805	0	0	46672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	4	11	0	2	2	0	8	0	0	0	0	0	34	0	0	0	0	4	0	0	0	0	0	0	0	14	0	3583	0
BAY4_V__5428	14	0	66	0	0	0	0	0	0	17	28	0	0	19	7	309	14	0	0	0	121	5	0	0	0	2	3	0	0	0	0	3	4	6	23	6	12	4	8	0	0	0	0	0	31	816	125	0	0	110	2	0	0	0	0	0	0	45	0	60	236	0	0	0	3	7	32	160	24	1168	33281	1502	72	42	974	539	1	0	0	0	105	174	0	0	0	0	103	0	0	0	0	1734	1	0	0	18	0	0	0	38	68	10	0	0	396	0	0	222	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	105	121	6	44	119	2	82	0	101	204	50	10	69	0	20	190	12	41	14	15	0	0	0	0	0	0	32	2	0	129	5
AZP1_V__1226	13	0	1	0	0	0	0	0	0	38	8	0	0	0	0	0	0	0	1222	0	9	2	3	5	159669	44535	3791	0	0	4	21	140	33	32	2617	0	7	2	0	270	0	0	0	8	4	6	0	0	0	0	0	0	0	14	0	0	2	0	0	0	1	0	0	0	6	121	0	0	33	37	2	22024	3	0	0	0	0	5	0	0	187	4	0	0	0	0	0	98	73	518	0	94	0	12	0	41	54	0	0	89	2	1	0	0	112	459	0	4	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	12	0	1	0	220	0	0	0	6	54	1	32	299	0	0	0	0	244	187	2	0	0	1160	91	41	0	3	0	0	0	0	0	0	0	0	0	0	0	402	0
G21F_7881_V3__103	19	73	0	3	1	10	1	21	44	79	1	0	3	11	33	8	0	7	35	5	54	3	0	2	217	58	285	0	16	193	9	9	0	1	3	16	35	1	0	72	5	4	27	21	39	0	4	30	0	6	1	18	0	9	0	98	50	60	15	1	135	156	3	143	3	32	10	2	2	10	9	27	280	74	6	10	39	7	146	10	0	5	29	96	178	0	0	21	162	576	2	772	0	0	0	12	1254	13	0	1704	48	38	0	2	686	5	0	1755	0	2	7	0	1	4	11	925	3	27	60	31	0	1	10	0	5	0	8	0	0	18	36	142	15158	5542	23	989	11	0	2	0	8	15	13	1	0	11	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
VC_332_0	273	0	2	0	0	0	1	0	0	93	88	0	1	1	0	1	0	5	887	0	0	0	0	0	140	88	546	0	460	668	4	1207	0	56	18	7	31	0	0	5	0	0	0	0	0	35	2	4	0	21	0	0	0	0	2	0	0	11	0	4	9	0	0	0	0	4	0	0	0	61	2	0	4	77	397	392	2	2	0	0	6833	2	4	0	0	0	0	2	64	37	0	2	0	4	0	58	4	0	0	62	44	10	0	0	0	7	0	129	0	0	0	1	0	0	0	4	6	18	2	13	0	0	48	0	0	0	1	0	0	2	25	11	18	58	27	25	55	2	1	10	184	11435	273	84	0	231	2	5625	0	185	0	13	0	0	0	0	0	0	0	22	2	0	16
G21F_7876_V1__5956	4	0	1	0	0	0	0	0	0	514	562	23	0	0	0	247	345	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	36	14	0	1	0	0	0	0	2	0	0	0	0	0	0	0	34918	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	188	0	0	0	76	110	107	0	0	0	0	0	0	0	0	0	53	32	68	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111413	66	42	1288	543	22	0	0	1	24	17	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0
