Contig	AWG0_V	AWG10_V	AWG1_V	AWG2_V	AWG3_V	AWG5_V	AWG6_V	AYW2_V	AYW6_V	AZB1_V	AZB2_V	AZB4_V	AZC1_V	AZC3_V	AZC5_V	AZE2_V	AZE7_V	AZJ10_V	AZJ1_V	AZJ6_V	AZK1_V	AZK4_V	AZO8_V	AZO9_V	AZP1_V	AZP2_V	AZR1_V	AZS0_V	AZS1_V	AZS2_V	AZT2_V	AZV1_V	AZX1_V	AZX2_V	AZX4_V	BAC3_V	BAC7_V	BAD1_V	BAD2_V	BAF1_V	BAF2_V	BAF3_V	BAF7_V	BAF8_V	BAH14_V	BAH1_V	BAH4_V	BAJ2_V	BAJ6_V	BAL2_V	BAL6_V	BAM1_V	BAM2_V	BAM4_V	BAM6_V	BAO5_V	BAO6_V	BAS3_V	BAT4_V	BAW0_V	BAW1_V	BAW4_V	BAW5_V	BAW6_V	BAX1_V	BAX2_V	BAX3_V	BAX4_V	BAX6_V	BAY1_V	BAY4_V	BAY6_V	BAY9_V	BBD0_V	BBD1_V	BBD2_V	BBD6_V	BBF1_V	BBF6_V	BBF8_V	BBN1_V	BBN3_V	BBN6_V	BCL5_V	BCL6_V	G01M_8068_V	G01M_8190_V	G01M_8193_V	G01M_8197_V	G01M_8337_V	G01M_8340_V	G01M_8349_V	G01M_8363_V	G01M_8393_V	G01M_8394_V	G01M_8396_V	G01M_8399_V	G01M_8405_V	G01M_8414_V	G01M_8418_V	G01M_8519_V	G01M_8520_V	G01M_8528_V	G01M_8533_V	G01M_8588_V	G01M_8590_V	G01M_8597_V	G01M_8653_V	G01M_8658_V	G01M_8661_V	G01M_8755_V	G01M_8757_V	G01M_8768_V	G01M_8870_V	G01M_8873_V	G03J_7869_V4	G03J_7872_V1	G03J_7875_V2	G03J_7879_V5	G03J_7944_V3	G05A_8347_V6	G18F_V10	G18F_V11	G18F_V12	G18F_V14	G18F_V17	G18F_V18	G18F_V20	G18F_V2	G18F_V6	G18F_V9	G21F_7876_V1	G21F_7878_V2	G21F_7881_V3	G21F_7946_V4	G21F_7947_V5	G23J_7924V	G23J7927V1	G23J7928V2	G23J_7933V	G23J_7936V	G23J_7937V	G23J_7940V	G23J_7943V	G23J_8030V	G23J_8060V	G23J_8062V	G23J_8064V	G23J_8066V	G23J_8067V	G23J_8195V	G23J_8196V	G23J_8200V	MixLL9_V2	MixMB4_V11	MixMB6_V12	MixMS12_V7	MixMS20_V8	MixRN4_V3	MixRN7_V4	MixSK11_V6	MixSK5_V5	MixSR5_V9
VC_1299_0	10	3	0	0	0	0	0	0	0	0	21	0	21	11	36	19	9	0	0	1	7	0	16	8	14	29	0	0	38	0	202	27	0	0	0	14	33	0	0	1565	0	70	0	0	9	84	15	1	0	7	1	180	9	0	573	0	0	13	0	3	15	0	0	0	6634	542	0	395	3073	22	51	26	0	11	41	19	289	9	0	160	0	3	0	0	0	0	17	25	250	370	4	5	0	8	11	652	10	0	14	299	57	38	73	0	74	138	165	112	40	91	37	64	24	0	53	130	0	54	17	2	0	1	17	42	0	11	12	0	0	1	43	400	527	93	135	1035	19	2	0	0	78	97	30	5	4	0	2	18	0	8	0	0	0	0	0	0	0	0	0	5	0	0	1
AZC5_V__6593	109	0	0	0	0	0	4	0	0	947	6486	70	9512	224291	211486	775	264	0	0	0	4	19	0	0	0	0	0	0	159	0	57	2	6	143	45	3	12	0	24	0	0	2	0	0	0	4	1	54	0	136	0	0	0	0	0	0	0	270	0	115	64	0	0	0	1	24	0	171	22	31	119	232	0	16	529	421	0	105	0	171	1	168	0	0	0	0	1	10	182	223	1050	0	0	0	0	0	0	1	10	351	17	21	0	46	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	6	0	0	0	4	278	322	195	38	251	211	0	17	157	53	27	22	92	18	127	365	1735	92	268	26	2	0	0	0	0	0	0	0	0	0	0	0
BAH14_V__495	4	0	0	0	0	0	0	0	0	0	6	2	188	106	16	541	39	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	17	400	18	0	0	0	16	0	159487	4991	480	89	0	189	2	0	0	0	0	0	0	265	0	138	56	0	0	0	4	4	0	33	2	4	60	1	0	55	1051	215	0	18	0	0	5	830	4	0	0	0	8	0	191	374	394	0	0	0	0	0	0	0	0	0	164	99	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	684	181	0	77	502	70	0	231	29	40	94	152	0	31	20	1248	5	402	54	5	0	0	0	0	0	0	0	0	0	0	0
VC_214_0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	1077	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	7482	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	7	7	14	21	0	0	154	0	0	0	8900	74408	2	46	0	394	2	134182	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0
G01M_8193_V__5438	1	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	16	4	12	0	2	0	0	0	0	0	0	0	0	0	34113	0	56	8	50	0	2	0	0	11	14	0	3	2	1	0	0	78	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	3	2	50	161	3	0	0	4	0	0	92	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BAD2_V__418	1017	5	23	4	0	3	7	236	3	4964	2265	12559	0	3	0	3	0	1	138	4	1	5	4	5	2	0	1	0	4	1	4	6	0	0	3	1023	484	55	5053	0	7	0	6	9	11993	7415	4	832	2	250	20	2	2	10	1	79	31	46	4	194	14563	58	0	106	489	332	107	374	138	26	12	27	57	34	24	11	34	240	21	4	21	11	15	72	147	95	492	24	22236	14849	103724	733	0	31	0	704	27	20	0	21	503	2479	0	0	546	11	0	16	0	0	0	0	0	0	0	27	3	60	11	0	0	0	0	4	0	35	11	0	0	2	10	498	11190	551	684	5001	599	651	425	1584	1767	2092	6	131	2	106	1	3911	0	170	122	60215	0	0	0	22	0	0	0	12	0	3	0
VC_116_1	829	0	16	1	0	0	29	0	0	1299	24589	4916	1052375	3621816	9266741	31	0	0	46	0	62059	96585	0	0	0	8	0	0	0	0	0	0	0	0	2	74	3721	113526	53857	95	31	0	65	4	9	705	164	0	0	141500	2648	2	0	2	0	18	4	6789	0	9	1579	0	0	0	191350	451971	32	111042	377165	97	549	26	4	4530	215835	226850	0	41944	4	35	102	50	0	6	0	0	3	2	672757	15083	99549	1	0	13	31	92	859	20	12	1	4	7	48	2	0	0	30	5	33	78	42	69	9	2	44	4	0	0	3	0	0	0	2	0	1	3	1	0	0	2	14	4496	19010	101934	5361	853	75235	20458	18	13948	7324	5514	17118	13950	38	220	238	5853	31	31415	329	20	0	0	0	36	0	0	0	825	0	0	0
G23J_7943V__6840	0	9	3	0	6	0	5	140	29	19	2	0	0	0	0	1	0	2	24	540	0	20	2	1	0	0	14	0	4	11	0	37	0	9	12	7	0	137	2	14	44	3	323	20	0	6	19	7	7	5	2	4	0	1	1	69	11	2	24	1539	11	20	1030	0	0	0	3	0	2	0	6	0	3	22	16	1	0	0	18	0	2	0	37	5	1	0	0	3	28	266	2	0	168	6	9	71484	2	3	1	28	2	0	0	2	9	0	5	6	6	3	12	1	0	6	5	1	36	586	799	59	1	118	400	3	249	332	5	2	14	151	66	0	0	0	0	11	29	1	0	4	4	45	11	17870088	9	94	19	15	2	2287098	3	222	1974	106	102	54	1221	5	96	54	9	50	169
VC_217_1	13210	2	4	0	2	0	5	213	0	329	58	0	0	0	0	0	0	0	10632	1	16396	3	0	0	1323	0	2285	3687	12240	203	0	33535	98980	5	0	0	7	80476	0	36	68	28	1	9	2	98278	0	0	2	0	1	43	0	10	0	0	7	3	0	129	9220	0	3	0	55	4	6	0	26	890	4	0	4	3844	77153	1	4	2368	5	4159	115968	0	2	12	0	0	0	2799	112645	30807	10	485	7	0	13	4921	407	4	8	72269	93	108	2	91	137	0	14	224	2	7	0	0	61	6	0	272	0	203	147	4	0	0	193	4	4	21	9	0	1	15	43	50	134	5558	2651	316687	322	2	58	1	545	378	221	508	0	520858	0	27568	0	328	805	40	2	2	0	52	38	0	8	3	0	2	37
AZT2_V__2719	0	0	0	0	0	0	0	0	0	0	10	0	10	65	66	7	1	0	2	0	39	0	0	0	0	0	0	0	128	219	126768	49	534	304	2973	1	1	0	14	0	2	0	0	0	1142	45	87	0	47	0	0	8	0	0	0	0	0	2172	0	20	1	0	0	0	12	182	0	4	357	2	10	53	0	0	1	3	0	0	0	0	57	76	0	0	0	11	123	38	1	0	4	50	0	0	0	1883	0	0	0	5509	2	476	1	23	0	1010	0	349	0	1	51	0	0	0	0	4	0	19	12	3	0	0	0	114	0	0	0	0	0	0	0	5	5916	1650	25	138	0	4	12	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2621	0
VC_128_1	7	11	2	0	0	0	3	0	0	0	16	0	56	2874	1057	1885	43	183	0	0	359	0	70	40	419	703	81	0	291	140	3649	127	14	14	38	425	188	8	16	509	2	487	0	0	72	1091	139	31	3288	60	12	2223	5453	57	179	0	0	545	0	11	42	0	0	0	1298	585	0	51	78	57	42	1547	1	38	87	216	1655	15	1	281	0	102	0	0	0	0	0	8	418	675	17	494	0	1	0	2168	3	0	0	324	154	353	2	0	495	1333	0	206	1	5	0	1	30168	1	0	1942	2	75	59	0	0	10	1	11	6	2	336	0	0	0	3248	432	370	85	108	1492	52	1	26	0	201	129	240	11	4	44	8	313	6	9	0	0	0	0	0	0	0	0	0	2	0	29	6
AZC3_V__5570	13	34	4	4	2	9	6	18	0	0	65	2	254	12835	2532	3388	72	51	8	1	857	3	3222	1025	1862	3283	176	0	768	157	1535	934	29	17	97	584	197	4	52	4751	52	3425	6	12	362	1697	134	30	3619	83	23	2261	1684	10	526	46	17	48	0	36	43	69	1	62	1440	866	0	137	197	117	582	182	31	261	199	218	2827	50	18	589	5	87	18	70	95	0	3	50	1857	4207	78	1445	0	16	134	2262	30	7	7	644	144	392	97	2	1366	458	104	1631	183	187	101	170	2168	0	133	433	3	44	40	34	0	15	31	43	23	60	112	0	0	10	4823	1709	1105	174	325	3412	114	11	5	0	580	417	336	57	0	75	14	234	0	16	0	10	0	0	0	0	0	0	5	11	0	84	18
BAD2_V__6126	4	0	23	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	19	6	234	48104	14	93	31	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	9	0	0	0	2	79	4	0	0	6	0	0	0	44	0	18	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	2	0	0	50	0	0	0	4	137	0	2	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	7	2	0	7	1	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAS3_V__1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	3	3	0	0	0	0	0	0	0	0	0	50464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	4	0	0	0	0	0	104029	0	1765	0	2	0	0	0	0	0	1	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2679	12	56	2	0	0	0	4	0	39	0	0	4	92	3	78	74	47	70	6	0	51	0	0	32	3	0	0	8	23	0	0	5	0	0	0	3	0	0	571	5285	774	557	0	207	56057	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	39	7
G01M_8653_V__5648	2	3	0	0	0	0	0	0	0	0	23	0	21	21	5	32	18	0	5	0	72	0	76	20	425	113	0	0	546	71	14	60	0	1	1	208	37	2	6	7812	73	894	0	0	4	169	17	2	83	8	6	377	53	0	24	0	0	13	0	6	8	0	0	0	82	106	0	0	20	14	58	6	0	7	24	9	99	18	0	60	2	11	0	0	0	8	0	36	540	394	0	3033	0	62	0	397	2	0	0	186	221	86	0	0	2416	53	0	13985	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	15	2	0	19	0	0	0	188	212	432	55	59	308	9	7	2	3	95	99	57	0	1	13	27	11	0	8	2	0	0	0	0	0	0	0	0	5	0	0	4
AZO9_V__444	0	228	10	0	3	4	53	66	21	0	15	0	379	178	71	40	5	197	29	891	0	407	5544	15553	0	6	599	2	88	331	19	737	0	0	0	1	113	0	0	620	319	307	2040	1963	30	422	1394	0	9757	16	0	82	92	10	68	2	103	2	38	0	0	1	0	0	0	0	2	9	0	0	0	0	4	0	0	0	42	0	14	10	3	0	51	12	200	0	63	2	0	78	1226	29	29	47	632	5	47	4	1758	0	64	3	727	26	168	0	607	80	1217	1267	679	931	148	0	918	12	10540	1842	3025	96	39	1521	356	719	129	3312	116	2	62	65	1809	0	0	0	8	65	393	0	3	2	16	255	33	24	0	16	25	174	0	0	2	9143	18285	40	65	8	81	1999	112	125	4573	0	209
VC_241_2	6333	0	258	0	0	0	8	6	0	17	58	0	36	55	4346	6640	43	0	0	0	15089	8	0	0	0	0	0	0	0	0	0	0	141	3	0	0	1951	2700	34	0	1	0	0	0	8	1023	205	0	0	1277	6	0	0	0	0	14	0	18	0	118	4457	0	0	0	7282	1446	0	2684	259	666	3228	38	7	22	1595	1020	0	20	0	0	1296	815	0	0	0	0	6	0	111	156	586	0	0	0	0	2	94	0	0	0	16	145	0	247	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	24	0	100	201	0	1	189123	262	0	14543	6017	2704	6217	156	10	15087	13	13099	44	2478	195	22	6	0	0	0	0	0	6	0	0	0	0
VC_221_0	4	0	13	1	0	0	0	67	0	670	342	0	0	0	0	0	0	0	8683	0	11	0	0	0	4349	0	195	5	26	56	0	74	112	0	0	0	0	157	0	41	0	0	0	0	0	10326	6	3	0	8	0	0	0	0	0	0	0	0	0	1	5	0	0	0	51	52	0	39	4733	17	0	0	0	1090	2783	33	0	264	0	9	124	0	0	0	0	0	0	662	3748	24	0	25	0	0	0	41	0	0	0	630	3	740	0	0	2	0	0	1951	0	0	1	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	12	1	18	3	148	886	0	0	1	6	11	0	187	0	1621	0	102	2	308	9	19	0	0	0	0	0	0	0	0	0	0	0
VC_1122_1	10	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40431	654	0	25	0	0	0	0	0	247	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	701	0	0	0	0	0	0	0	0	0	0	8	52	0	11	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
VC_1377_0	1	0	0	0	0	0	0	0	0	0	12	0	4	0	0	54	0	0	0	0	24	0	0	0	0	54	0	0	0	5	3	292	1	0	0	0	6	1	0	4	0	0	0	0	0	0	0	1	0	0	0	4824824	1489445	4125	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	3	0	0	5	0	10	2	10	5	0	0	0	2	6	0	8	0	0	1	8	0	0	0	0	0	0	13	0	0	0	25	0	0	0	0	0	22	0	99	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	204	22	13	3	1	33	4	0	0	0	20	32	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0
VC_906_0	91	1	3	0	0	0	8	11	0	353	970	0	7	4	19	91	2	0	309	6	35	4	5	4	72	12	6	1	1804	415	4	38923	28	534	206	727	68	6	0	1	16	3	1	4	10	167	38	8	73	778	6	0	3	4	0	50	0	278	0	59	62	4	0	0	0	7	0	2	6	345	12	14	0	244	1519	1048	0	25	0	11	873	15	0	1	0	2	0	41	399	290	6	27	4	12	0	114	51	0	0	562	74	118	2	4	12	2	30	209	1	0	0	0	6	0	0	10	2	11	1	4	6	39	70	0	10	72	0	0	2	8	46	54	110	117	141	35	66	2	4	0	246	3886	242	193	2	171	28	2828	0	254	0	0	0	2	14	0	24	0	0	24	0	2	155
G23J_7936V__5890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1373	0	0	0	4	0	0	0	4	124109	3867	0	133	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_8062V__283	22	41	20	1	0	1	5	0	93	14	30	0	2	10	18	44	33	4	32	5	22	4	25	8	2466	442	2	2	1328	281	32	81	1	0	8	230	425	3	51	119	1	15	20	0	1365	505	211	10	0	11	7	87	28	23	3	27	11	2733	46	14	14	61	2	30	1134	857	8	1963	413	240	385	82	25	507	44	63	22	36	59	8	40	7689	13	39	65	643	60	16	423	1517	60	99608	2	94	55	99	5	8	0	4073	1958	2295	63	5	37349	46	0	243	55	70	33	67	135	0	64	132	10	54	59	42	0	6	8	8	1	29	20	0	1	7	404	336	452	33	61	351	50	8	22	26	226	749	37365	61	209	130	5155	117	5	34	79	17	0	0	0	0	0	0	0	0	0	22	0
VC_168_0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	1	0	834	0	0	0	56	0	0	0	5	3	2	0	0	1330	2	0	0	0	0	0	0	0	0	0	27	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	118	5	0	22159	92011	0	0	0	0	8493	2189	2	12	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
AZP1_V__923	1	0	0	1	0	0	0	9	0	0	8	0	0	0	0	19	4	0	0	0	21	0	0	0	5929	3404	0	0	29	362	0	8	0	1	0	17	1	7	2	35	0	0	4	0	6	9	0	0	3	3	2	0	0	0	0	0	0	5	0	5	0	0	1	0	2	24	0	0	1	7	416	24	0	25	7	14	0	6	4	1	0	0	2	0	0	2	0	7	52	75	0	593	0	18	0	48	0	0	0	62	86	575	0	0	1072	55	0	274	0	0	0	0	393	1	0	17	3	18	0	4	0	0	11	0	0	24	24	0	0	2	26	76	83	13	10	207	4	3	2	1	6	20	6	4	0	2	0	26	1	3	0	13	0	0	0	0	0	0	0	5	0	0	0
G01M_8653_V__5534	7	0	4	0	0	0	0	0	0	10	23	0	2	0	0	8	0	0	20	0	0	0	1	1	10	2052	0	0	0	0	3	34	6	0	0	475	8	0	0	10131	74	208	0	1	72	174	11	0	0	6	0	30	6	0	42	0	0	6	0	5	0	0	0	0	39	843	0	0	61	52	82	9	0	31	10	26	12	6	1	23	0	0	0	0	0	0	0	116	1322	966	0	525	0	4	0	529	0	0	0	1065	1005	44	0	0	212	51	0	13905	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	7	0	4594	0	0	0	163	236	160	18	60	1010	6	2	2	0	124	129	7	12	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
G21F_7946_V4__5620	12	8	0	0	0	0	0	0	0	0	15	0	38	85	30	117	7	0	31	0	54	0	109	62	0	75	9	0	7	0	143	69	0	2	2	24	23	7	0	1435	0	16	0	0	8	23	2	0	12	1	4	408	79	4	158	0	0	2	0	4	13	0	0	0	214	69	0	32	123	3	133	24	0	2	51	23	239	2	0	7	2	11	0	0	0	0	0	12	686	473	3	58	0	8	0	413	2	0	0	65	18	57	0	0	33	30	0	63	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	7	0	0	24	0	0	0	67	1223	345	95	7032	39199	7	21	6	0	31	56	313	1	0	2	0	21	0	7	0	0	0	0	0	0	0	0	0	28	0	0	0
BAC3_V__226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7851	317	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZB2_V__2939	18	0	1	0	0	0	0	12	0	2024	39786	0	6	0	0	0	7	0	0	0	0	0	0	0	0	57	0	0	1	0	45	1	1	3	0	362	11	10	0	0	0	0	0	0	0	0	0	153	0	229	15	0	0	0	0	0	0	6	0	2	11	0	0	0	0	1	0	0	0	1	0	13	0	5	0	1	0	31	0	0	0	20	0	0	0	0	0	10	20	20	0	4	0	1466	0	218	33	0	0	474	265	143	0	0	0	235	0	0	0	0	0	0	2467	0	0	8	0	0	0	0	0	0	0	527	20	0	4	0	0	0	0	118	131	82	2	7	16	1	0	0	55	72	5	4	0	286	0	539	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
G23J_7940V__695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	17	0	0	0	2	0	0	0	2	0	0	4	0	0	0	5	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	0	223	2666	0	0	214	8	880	209	0	0	0	11	0	4	0	4	4	0	0	0	0	24	1461	2	246	257	0	128	0	0	0	0	1	0	0	14	12	2	0	2	3	135	0	102	0	0	0	0	0	0	0	407	8	6	3	13	0	0	0	2	0	0	0	0	0	0	0	60	59	5	19	51	0	0	0	3	4	8	8746	0	7099	0	279	2	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0
G18F_V17__5782	0	6	2	0	0	0	0	70	0	0	4	0	0	1	0	0	0	0	0	3	8	47	0	0	0	59	0	0	2955	158	180	14	7	1	5	151	0	0	10	0	0	0	1	7	9	0	1	1	745	0	0	4	2	0	4	0	0	687	0	0	101	10	0	0	0	0	0	0	0	1	4	2672	39	0	16	36	2	0	1885	3	0	52	4	0	0	0	0	26	0	23	0	48	0	3	0	0	0	0	3	357	21	44	5	2	3	0	0	0	0	0	0	0	2	2	1	2	148	107	84	2	0	14	0	11	1851	4955833	329	0	0	5	1753	0	0	23	7	2	1	0	40	22	10	0	4	210	0	13	18	8	0	32	2	0	18	0	4	11	0	2	0	0	0	0	10
VC_186_0	12	0	144452	0	0	0	2	0	0	92	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	1645	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	4	190	0	11	23	0	0	0	0	5468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	605350	9	11	0	2	7213	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAJ2_V__7456	0	2	0	0	4	0	6	4621	28	286188	92809	4	0	0	0	2	1	0	96	3	0	22	0	2	3	0	3	0	0	6	0	0	0	2	4	10	8898950	2	0	37	23	4	1553	11	0	2	0	10865276	0	15	28785	6	0	0	0	0	0	133	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	297580	0	0	1	0	4	4	0	0	0	8	0	44	5	0	10	33921	44	0	2073294	6	43	13	4	0	15	752271	20	0	46	4	147	10	4	22	0	0	6	0	6	48	0	0	6	64	181	2	44	276	6	0	2	44	102	0	138055	1273449	10	50	2	7038	5641	4972031	144442	456167	152	16119	327	22026	130	89222	6	18	690947	159	538	16	124	26	0	2	46	45	2	48	0
G23J7927V1__1891	0	15	0	0	0	0	0	94	0	0	0	0	0	0	0	89	4	0	95	0	3561	0	5	8	4145	779	3	20	0	0	0	563	0	6	0	0	0	0	0	0	31	0	245	37	386	122	0	0	5476	9	0	0	36	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	0	0	0	0	0	125	0	0	80	0	0	0	42	38	160	1	14	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	860	0	33	92	3	4010	2237	125	0	0	18	0	0	719	2	2	0	0	1	6	12	0	16	44	255	93294	440	110	2	0	0	187	0	2278	39	3711	9	2118	22	0	0	0	25	0	0	10637	0	2	381	0	72
BBF6_V__651	2	0	0	0	0	0	0	0	0	150	1832	0	0	0	0	128	0	0	0	0	0	0	0	0	44	4	0	0	22	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	4	0	0	0	33	10	0	26	0	1	15	1	0	103	349	386	0	13	7826	64	0	3	0	0	0	0	0	0	21	14	4	36	0	1817	0	26	0	0	0	58	7	3	0	0	26	0	0	36	0	0	0	0	302	0	0	64	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	8	28	10	0	4	2	0	0	0	10	25	22	26	0	1	2	14	1	16	1	14	0	0	0	0	0	0	0	1	0	0	22
AWG2_V__544	93	1	134	4582	1	19	16	44	7	0	0	0	0	0	0	39	133	6	4	10	2	20	6	2	20	0	1	0	1	0	558	3	0	2	8	8	1	3	0	17	18	3	10	18	102	8	0	0	5	4	1	0	2	9	0	94	47	79	9	0	67	116	0	184	1	0	2	1	0	3	9	15	81	32	344	2	73	13	46	26	0	3	31	116	240	0	0	0	0	18	0	0	0	0	0	216	2	0	0	14	13	10	2	0	0	0	0	33	0	2	4	0	2	0	1	15	5	137	63	3	0	1	13	1	4	11	62	0	0	3	0	48	53	1	11	22	4	0	6	0	14	10	119	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
